id_municipio,municipio_nome,ida,endereco,cep,municipio_sede,tel_1,tel_2,fax_1,fax_2,email,unidaderegional,diretor,url
3515103,Embu-Guaçu,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/embu-guacu/
3515129,Emilianópolis,Inspetoria de Defesa Agropecuária de Pirapozinho,"Rua José Bonifácio, 813",19200000,Pirapozinho,(18) 3269-5300,,,,,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/emilianopolis/
3515152,Engenheiro Coelho,Unidade de Defesa Agropecuária de Engenheiro Coelho,"Rua Abelardo Milaris, 55",13165000,Engenheiro Coelho,(19) 3857-9656,,,,eda.mirim@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/engenheiro-coelho/
3515186,Espírito Santo do Pinhal,Escritório de Defesa Agropecuária de São João da Boa Vista,"Rua Teófilo Ribeiro de Andrade, 1060",13870210,São João da Boa Vista,(19) 3623-3612,3623-3823,(19) 3623-3612,3623-3823,eda.sjbv@sp.gov.br,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/espirito-santo-do-pinhal/
3515194,Espírito Santo do Turvo,Inspetoria de Defesa Agropecuária de Santa Cruz do Rio Pardo,"Rua Conselheiro Saraiva, 379",18900000,Santa Cruz do Rio Pardo,(14) 3372-1291,,(14) 3372-1291,,ida.scrpardo@cda.sp.gov.br,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/espirito-santo-do-turvo/
3557303,Estiva Gerbi,Escritório de Defesa Agropecuária de Mogi Mirim,Mirante,13801084,Mogi Mirim,(19) 3862-3073,,(19) 3806-2945,,eda.mogimirim@sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/estiva-gerbi/
3515301,Estrela do Norte,Inspetoria de Defesa Agropecuária de Pirapozinho,"Rua José Bonifácio, 813",19200000,Pirapozinho,(18) 3269-5300,,,,,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/estrela-do-norte/
3515202,Estrela d'Oeste,Inspetoria de Defesa Agropecuária de Estrela d'Oeste,"Avenida São Paulo, 440",15650000,Estrela d'Oeste,(17) 3833-1303,,,,,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/estrela-doeste/
3515350,Euclides da Cunha Paulista,Unidade de Defesa Agropecuária de Euclides da Cunha Paulista,"Rua Gilberto Luiz Rocha, 1622",19275000,Euclides da Cunha Paulista,,,,,,Escritório de Defesa Agropecuária de Presidente Venceslau,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/euclides-da-cunha-paulista/
3515400,Fartura,Unidade de Defesa Agropecuária de Fartura,"Rua Belgrave Teixeira de Carvalho, 290",18870000,Fartura,(14) 3382-1163,,,,,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/fartura/
3515608,Fernando Prestes,Unidade de Defesa Agropecuária de Fernando Prestes,"Avenida Stelio M. Loureiro, 153",15940000,Fernando Prestes,(16) 3258-1278,,,,,Escritório de Defesa Agropecuária de Jaboticabal,Eng. Agr. Gustavo Bissolli,//www.defesa.agricultura.sp.gov.br/enderecos/fernando-prestes/
3515509,Fernandópolis,Escritório de Defesa Agropecuária de Fernandópolis,"Avenida dos Arnaldos, 1015",15600000,Fernandópolis,(17) 3462-5468,,(17) 3462-5468,,eda.fernandopolis@sp.gov.br,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/fernandopolis/
3515657,Fernão,Inspetoria de Defesa Agropecuária de Garça,"Rua Sargento Wilson A. Oliveira, 583",17400000,Garça,(14) 3471-1033,,(14) 3471-1033,,idagarca@itelefonica.com.br,Escritório de Defesa Agropecuária de Marília,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/fernao/
3515707,Ferraz de Vasconcelos,Inspetoria de Defesa Agropecuária de Santa Isabel,"Rua Leopoldo da Cunha Lima, 157",7500000,Santa Isabel,,,,,eda.mogi@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi das Cruzes,Eng. Agr. Clovis Assuncao dos Santos,//www.defesa.agricultura.sp.gov.br/enderecos/ferraz-de-vasconcelos/
3515806,Flora Rica,Inspetoria de Defesa Agropecuária de Adamantina,"Rua Alameda Santa Cruz, 541",17800000,Adamantina,,,(18) 3521-5466,,,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/flora-rica/
3515905,Floreal,Escritório de Defesa Agropecuária de General Salgado,"Avenida João Garcia, 1264",15300000,General Salgado,(17) 3832-2340,,(17) 3832-2231,,eda.general@sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/floreal/
3516002,Flórida Paulista,Unidade de Defesa Agropecuária de Flórida Paulista,"Avenida José Froio, 430",17830000,Flórida Paulista,(18) 3541-1297,,,,,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/florida-paulista/
3516101,Florínea,Unidade de Defesa Agropecuária de Florínea,"Rua Francisco Nunes de Souza, n.º 646",19870000,Florínea,(18) 3377-1128,,,,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/florinea/
3516200,Franca,Escritório de Defesa Agropecuária de Franca,"Rua Capitão Zeca de Paula, 883",14400160,Franca,(16) 3724-1188,,(16) 3724-1188,,eda.franca@sp.gov.br,Escritório de Defesa Agropecuária de Franca,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/franca/
3516309,Francisco Morato,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/francisco-morato/
3516408,Franco da Rocha,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/franco-da-rocha/
3516507,Gabriel Monteiro,Inspetoria de Defesa Agropecuária de Birigui,"Rua Roberto Clark, 443",16200000,Birigui,(18) 3642-1391,,(18) 3642-1391,,,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/gabriel-monteiro/
3516606,Gália,Unidade de Defesa Agropecuária de Gália,"Rua João Ottonicar, 280",17450000,Gália,(14) 3274-1784,,(14) 3274-1278,,,Escritório de Defesa Agropecuária de Marília,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/galia/
3516705,Garça,Inspetoria de Defesa Agropecuária de Garça,"Rua Sargento Wilson A. Oliveira, 583",17400000,Garça,(14) 3471-1033,,(14) 3471-1033,,idagarca@itelefonica.com.br,Escritório de Defesa Agropecuária de Marília,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/garca/
3516804,Gastão Vidigal,Escritório de Defesa Agropecuária de General Salgado,"Avenida João Garcia, 1264",15300000,General Salgado,(17) 3832-2340,,(17) 3832-2231,,eda.general@sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/gastao-vidigal/
3516853,Gavião Peixoto,Inspetoria de Defesa Agropecuária de Matão,"Avenida 15 de Novembro, 320",15990630,Matão,(16) 3382-1213,,(16) 3382-4076,,,Escritório de Defesa Agropecuária de Araraquara,Med. Vet. Artur Luiz de Almeida Felicio,//www.defesa.agricultura.sp.gov.br/enderecos/gaviao-peixoto/
3516903,General Salgado,Escritório de Defesa Agropecuária de General Salgado,"Avenida João Garcia, 1264",15300000,General Salgado,(17) 3832-2340,,(17) 3832-2231,,eda.general@sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/general-salgado/
3517000,Getulina,Unidade de Defesa Agropecuária de Getulina,"Rua Rodrigues Alves, 456",16450000,Getulina,(14) 3552-1010,,(14) 3552-1010,,ca.getulina@cati.sp.gov.br,Escritório de Defesa Agropecuária de Lins,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/getulina/
3517109,Glicério,Unidade de Defesa Agropecuária de Glicério,"Rua Fuad Eid, 319",16270000,Glicério,(18) 36471214,,,,,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/glicerio/
3517208,Guaiçara,Unidade de Defesa Agropecuária de Guaiçara,"Avenida 9 de Julho, 467",16430000,Guaiçara,(14) 3547-1236,,,,,Escritório de Defesa Agropecuária de Lins,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/guaicara/
3517307,Guaimbê,Inspetoria de Defesa Agropecuária de Cafelândia,"Rua D. Pedro II, 347",16500000,Cafelândia,(14) 3554-4100,,(14) 3554-4100,,,Escritório de Defesa Agropecuária de Lins,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/guaimbe/
3517406,Guaíra,Unidade de Defesa Agropecuária de Guaíra,"Rua 20, 267",14790000,Guaíra,,,,,,Escritório de Defesa Agropecuária de Barretos,Eng. Agr. Adão Marin,//www.defesa.agricultura.sp.gov.br/enderecos/guaira/
3517505,Guapiaçu,Unidade de Defesa Agropecuária de Guapiaçu,"Rua Rui Barbosa, 817",15110000,Guapiaçu,(17) 3267-1412,,,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/guapiacu/
3517604,Guapiara,Unidade de Defesa Agropecuária de Guapiara,"Rodovia Vitalino Paliato, 103",18310000,Guapiara,(15) 3547-1234,,,,ca.guapiara@cati.sp.gov.br,Escritório de Defesa Agropecuária de Itapeva,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/guapiara/
3517703,Guará,Unidade de Defesa Agropecuária de Guará,"Rua Dr. Washington Luiz, 343",14580000,Guará,(16) 3831-5265,,,,,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/guara/
3517802,Guaraçaí,Unidade de Defesa Agropecuária de Guaraçaí,"Rua Hideo Mori, 1197",16980000,Guaraçaí,(18) 3705-1630,,,,,Escritório de Defesa Agropecuária de Andradina,Med. Vet. Affonso dos Santos Marcos,//www.defesa.agricultura.sp.gov.br/enderecos/guaracai/
3517901,Guaraci,Unidade de Defesa Agropecuária de Guaraci,"Rua Washington Correa da Silva, 1042",15420000,Guaraci,(17),,,,,Escritório de Defesa Agropecuária de Barretos,Eng. Agr. Adão Marin,//www.defesa.agricultura.sp.gov.br/enderecos/guaraci/
3518008,Guarani d'Oeste,Inspetoria de Defesa Agropecuária de Guarani d'Oeste,"Rua Antonio Zacarias de Oliveira, 1309",15680000,Guarani d'Oeste,(17) 3834-1312,,,,,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/guarani-doeste/
3518107,Guarantã,Inspetoria de Defesa Agropecuária de Cafelândia,"Rua D. Pedro II, 347",16500000,Cafelândia,(14) 3554-4100,,(14) 3554-4100,,,Escritório de Defesa Agropecuária de Lins,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/guaranta/
3518206,Guararapes,Unidade de Defesa Agropecuária de Guararapes,"Avenida Rio Branco, 731",16700000,Guararapes,,,(18) 3606-1007,,,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/guararapes/
3518305,Guararema,Inspetoria de Defesa Agropecuária de Guararema,"Rua 19 de Setembro, 127",8900000,Guararema,(11) 4693-3098,,,,,Escritório de Defesa Agropecuária de Mogi das Cruzes,Eng. Agr. Clovis Assuncao dos Santos,//www.defesa.agricultura.sp.gov.br/enderecos/guararema/
3518404,Guaratinguetá,Escritório de Defesa Agropecuária de Guaratinguetá,"Avenida Ariberto Pereira da Cunha, 310",12516410,Guaratinguetá,(12) 3125-3010,,(12) 3125-1680,,eda.guara@sp.gov.br,Escritório de Defesa Agropecuária de Guaratinguetá,Med. Vet. Ana Paula Cunha Belchior,//www.defesa.agricultura.sp.gov.br/enderecos/guaratingueta/
3518503,Guareí,Unidade de Defesa Agropecuária de Guareí,"Rua Aristides da Costa Barros, 164",18250000,Guareí,(15) 3258-1155,,,,,Escritório de Defesa Agropecuária de Itapetininga,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/guarei/
3518602,Guariba,Escritório de Defesa Agropecuária de Jaboticabal,"Avenida Eduardo Zambianchi, 101 - Vila Industrial",14883130,Jaboticabal,(16) 3203-3900,3202-3574,(16) 3202-3574,,eda.jaboticabal@sp.gov.br,Escritório de Defesa Agropecuária de Jaboticabal,Eng. Agr. Gustavo Bissolli,//www.defesa.agricultura.sp.gov.br/enderecos/guariba/
3518701,Guarujá,Inspetoria de Defesa Agropecuária de Santos,"Avenida Bartolomeu de Gusmão, 192",11030500,Santos,(13) 3261-5826,,(13) 3261-5826,,eda.sp@cda.sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/guaruja/
3518800,Guarulhos,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/guarulhos/
3518859,Guatapará,Escritório de Defesa Agropecuária de Ribeirão Preto,"Avenida Fabio Barreto, 41",14050000,Ribeirão Preto,(16) 3610-8262,,(16) 3610-8262,,eda.ribeirao@sp.gov.br,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/guatapara/
3518909,Guzolândia,Inspetoria de Defesa Agropecuária de Auriflama,"Rua Bento João de Carvalho, 5422",15350000,Auriflama,(17) 3482-1374,,,,,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/guzolandia/
3519006,Herculândia,Unidade de Defesa Agropecuária de Herculândia,"Rua XV de Novembro, 338",17650000,Herculândia,(14) 3486-1233,,,,,Escritório de Defesa Agropecuária de Tupã,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/herculandia/
3519055,Holambra,Unidade de Defesa Agropecuária de Holambra,"Rua Campo de Pouso, 1139",13825000,Holambra,(19) 3802-1915,,,,eda.mirim@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/holambra/
3519071,Hortolândia,Unidade de Defesa Agropecuária de Sumaré,"Rua Francisco Duarte, 67",13170060,Sumaré,(19) 3873-2021,,,,,Escritório de Defesa Agropecuária de Campinas,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/hortolandia/
3519105,Iacanga,Inspetoria de Defesa Agropecuária de Iacanga,"Avenida Laemert Garcia Santos, 487",17180000,Iacanga,(14) 3294-1180,,,,ida.iacanga@cda.sp.gov.br,Escritório de Defesa Agropecuária de Bauru,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/iacanga/
3519204,Iacri,Escritório de Defesa Agropecuária de Tupã,"Rua Bororós, 901",17600020,Tupã,(14) 3496-7281,,(14) 3496-7586,,eda.tupa@sp.gov.br,Escritório de Defesa Agropecuária de Tupã,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/iacri/
3519253,Iaras,Inspetoria de Defesa Agropecuária de Águas de Santa Bárbara,"Rua Marechal Deodoro, 106",18770000,Águas de Santa Bárbara,(14) 3765-1183,,(14) 3765-1183,,eda.avare@cda.sp.gov.br,Escritório de Defesa Agropecuária de Avaré,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/iaras/
3519303,Ibaté,Escritório de Defesa Agropecuária de Araraquara,"Rua 13 de Maio, 1352",14810088,Araraquara,(16) 3333-1073,3333-1074,(16) 3333-1073,,eda.araraquara@sp.gov.br,Escritório de Defesa Agropecuária de Araraquara,Med. Vet. Artur Luiz de Almeida Felicio,//www.defesa.agricultura.sp.gov.br/enderecos/ibate/
3519402,Ibirá,Unidade de Defesa Agropecuária de Ibirá,"Rua Gabriel Sanches, 725",15860000,Ibirá,(17) 3551-1216,,,,,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/ibira/
3519501,Ibirarema,Unidade de Defesa Agropecuária de Ibirarema,"Rua Joaquim Batista Ribeiro, 298",19940000,Ibirarema,(14) 3307-1279,3324-2878,(14) 3324-1955,,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/ibirarema/
3519600,Ibitinga,Unidade de Defesa Agropecuária de Ibitinga,"Avenida D. Pedro II, 1351",14940000,Ibitinga,(16) 3341-8382,,(16) 3341-8382,,ida.ibitinga@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jaboticabal,Eng. Agr. Gustavo Bissolli,//www.defesa.agricultura.sp.gov.br/enderecos/ibitinga/
3519709,Ibiúna,Unidade de Defesa Agropecuária de Ibiúna,"Avenida São Sebastião, 497",18150000,Ibiúna,(15) 3241-1554,,(15) 3241-1554,,,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/ibiuna/
3519808,Icém,Unidade de Defesa Agropecuária de Icém,"Rua Balbina Ribeiro da Silveira, 540",15460000,Icém,(17) 3282-2220,,,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/icem/
3519907,Iepê,Unidade de Defesa Agropecuária de Iepê,Rua São Paulo,19640000,Iepê,(18) 3264-1774,,,,,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/iepe/
3520004,Igaraçu do Tietê,Escritório de Defesa Agropecuária de Jaú,"Rua Gov. Armando Salles, 218",17201360,Jaú,(14) 3622-6501,,(14) 3622-6501,,eda.jau@sp.gov.br,Escritório de Defesa Agropecuária de Jaú,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/igaracu-do-tiete/
3520103,Igarapava,Unidade de Defesa Agropecuária de Igarapava,"Rua Padre Zeferino, 578",14540000,Igarapava,,,,,,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/igarapava/
3520202,Igaratá,Inspetoria de Defesa Agropecuária de São Bento do Sapucaí,"Avenida Conselheiro Rodrigues Alves, 273",12490000,São Bento do Sapucaí,(12) 3971-1316,,(12) 3971-1316,,eda.pinda@cda.sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/igarata/
3520301,Iguape,Inspetoria de Defesa Agropecuária de Iguape,"Rua Dos Estudantes, 2",11920000,Iguape,(13) 3841-3227,,(13) 3841-3227,,ida.iguape@cda.sp.gov.br,Escritório de Defesa Agropecuária de Registro,Eng. Agr. Maristela Neves da Conceição,//www.defesa.agricultura.sp.gov.br/enderecos/iguape/
3520426,Ilha Comprida,Inspetoria de Defesa Agropecuária de Iguape,"Rua Dos Estudantes, 2",11920000,Iguape,(13) 3841-3227,,(13) 3841-3227,,ida.iguape@cda.sp.gov.br,Escritório de Defesa Agropecuária de Registro,Eng. Agr. Maristela Neves da Conceição,//www.defesa.agricultura.sp.gov.br/enderecos/ilha-comprida/
3520442,Ilha Solteira,Inspetoria de Defesa Agropecuária de Pereira Barreto,"Rua Cyro Maia, 1119",15370000,Pereira Barreto,(18) 3704-2331,,,,ida.pereirabarreto@cda.sp.gov.br,Escritório de Defesa Agropecuária de Andradina,Med. Vet. Affonso dos Santos Marcos,//www.defesa.agricultura.sp.gov.br/enderecos/ilha-solteira/
3520400,Ilhabela,Escritório de Defesa Agropecuária de Pindamonhangaba,"Rua Doutor Benedito Cursino dos Santos, 155",12030190,Taubaté,(12) 3633-3455,3621-8948,(12) 3633-3455,3621-8948,eda.pinda@sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/ilhabela/
3520509,Indaiatuba,Inspetoria de Defesa Agropecuária de Indaiatuba,"Rua Oswaldo Cruz, 243",13339020,Indaiatuba,(19) 3883-1561,,(19) 3883-1561,,,Escritório de Defesa Agropecuária de Campinas,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/indaiatuba/
3520608,Indiana,Inspetoria de Defesa Agropecuária de Martinópolis,"Rua 9 de Julho, s/n",19500000,Martinópolis,(18) 3275-1247,,(18) 3275-1247,,ida.martinopolis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/indiana/
3520707,Indiaporã,Inspetoria de Defesa Agropecuária de Guarani d'Oeste,"Rua Antonio Zacarias de Oliveira, 1309",15680000,Guarani d'Oeste,(17) 3834-1312,,,,,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/indiapora/
3520806,Inúbia Paulista,Inspetoria de Defesa Agropecuária de Osvaldo Cruz,"Avenida Felipe Carmona, 685",17700000,Osvaldo Cruz,(18) 3528-1919,,(18) 3528-1919,,ida.osvaldocruz@.cda.sp.gov.br,Escritório de Defesa Agropecuária de Tupã,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/inubia-paulista/
3520905,Ipaussu,Inspetoria de Defesa Agropecuária de Santa Cruz do Rio Pardo,"Rua Conselheiro Saraiva, 379",18900000,Santa Cruz do Rio Pardo,(14) 3372-1291,,(14) 3372-1291,,ida.scrpardo@cda.sp.gov.br,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/ipaussu/
3521002,Iperó,Escritório de Defesa Agropecuária de Sorocaba,"Rua Gustavo Teixeira, 382",18040323,Sorocaba,(15) 3222-1423,,(15) 3217-9889,,eda.sorocaba@sp.gov.br,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/ipero/
3521101,Ipeúna,Unidade de Defesa Agropecuária de Ipeúna,"Avenida 01, 62",13537000,Ipeúna,(19) 3576-1229,,,,,Escritório de Defesa Agropecuária de Limeira,Eng. Agr. Antonio Carlos Junqueira do Val Filho,//www.defesa.agricultura.sp.gov.br/enderecos/ipeuna/
3521150,Ipiguá,Escritório de Defesa Agropecuária de São José do Rio Preto,"Rua Pascua Vale, 266",15060050,São José do Rio Preto,(17) 3225-1764,,(17) 3224-8565,,eda.sjrp@sp.gov.br,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/ipigua/
3521200,Iporanga,Inspetoria de Defesa Agropecuária de Cajati,"Avenida Fernando Costa, s/n",11950000,Cajati,(13) 3854-4590,,(13) 3854-4590,,ida.cajati@cda.sp.gov.br,Escritório de Defesa Agropecuária de Registro,Eng. Agr. Maristela Neves da Conceição,//www.defesa.agricultura.sp.gov.br/enderecos/iporanga/
3521309,Ipuã,Unidade de Defesa Agropecuária de Ipuã,"Avenida Rui Barbosa, 760",14610000,Ipuã,,,,,,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/ipua/
3521408,Iracemápolis,Escritório de Defesa Agropecuária de Limeira,"Rua Fábio Franco de Oliveira, 147",13484514,Limeira,(19) 3441-2514,,(19) 3441-2249,,eda.limeira@sp.gov.br,Escritório de Defesa Agropecuária de Limeira,Eng. Agr. Antonio Carlos Junqueira do Val Filho,//www.defesa.agricultura.sp.gov.br/enderecos/iracemapolis/
3521507,Irapuã,Unidade de Defesa Agropecuária de Irapuã,"Rua São Sebastião, 456",14990000,Irapuã,(17) 3556-1135,,,,,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/irapua/
3521606,Irapuru,Unidade de Defesa Agropecuária de Irapuru,"Rua Pedro Leite Ribeiro, 28",17880000,Irapuru,(18) 3861-1221,,,,,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/irapuru/
3521705,Itaberá,Unidade de Defesa Agropecuária de Itaberá,"Rua 9 de Julho, 186",18440000,Itaberá,(15) 3562-1140,,(15) 3562-1140,,ca.itabera@cati.sp.gov.br,Escritório de Defesa Agropecuária de Itapeva,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/itabera/
3521804,Itaí,Unidade de Defesa Agropecuária de Itaí,"Rua Salvador de Freitas, 600",18730000,Itaí,(14) 3761-1188,,(14) 3761-1188,,eda.avare@cda.sp.gov.br,Escritório de Defesa Agropecuária de Avaré,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/itai/
